783,77,125
179,645,664
878,723,17
256,929,327
856,451,771
289,369,440
335,694,944
822,151,766
345,525,339
948,291,807
964,74,884
89,605,881
753,835,956
122,92,885
802,300,689
573,589,58
13,277,104
309,451,256
76,148,133
415,449,776
222,413,203
458,854,808
691,608,644
648,82,88
885,884,388
926,457,330
336,823,959
441,132,410
697,208,910
830,975,359
958,549,772
161,7,979
970,699,939
966,699,21
406,936,906
146,863,363
476,199,186
787,640,671
549,337,231
460,519,207
819,478,756
944,991,116
923,961,167
862,279,866
883,37,802
141,184,17
505,12,217
43,800,857
66,701,547
298,513,418
505,685,248
261,629,240
729,904,553
896,118,185
762,353,222
917,495,406
934,352,419
151,747,571
361,814,624
260,112,138
678,969,823
927,230,804
167,312,60
720,208,530
905,971,883
128,240,730
886,526,434
657,30,534
580,391,348
205,651,812
695,681,781
870,608,363
674,127,675
86,848,884
616,105,207
851,585,799
934,824,325
720,481,355
254,62,98
954,619,101
118,314,783
899,184,391
615,210,519
642,296,719
526,264,176
85,467,762
236,401,938
562,122,419
269,728,833
368,35,452
821,153,766
604,53,302
348,20,512
219,662,160
290,541,424
466,978,892
580,215,645
518,777,119
938,398,848
123,118,883
576,940,388
694,896,793
997,244,813
861,463,828
22,105,369
798,572,347
42,152,562
688,23,691
159,313,442
7,436,560
242,12,500
631,59,397
776,56,993
590,269,809
418,643,914
139,442,838
486,836,991
401,524,14
444,684,327
886,43,115
447,638,128
299,621,187
48,397,595
394,339,216
203,757,860
469,248,654
308,735,490
651,488,367
665,932,403
344,819,798
811,618,436
939,917,409
478,318,159
425,712,498
642,915,608
854,736,856
508,44,943
998,695,431
717,712,716
120,408,887
919,220,505
707,511,774
469,342,92
628,767,804
478,761,71
86,615,808
295,123,204
590,474,900
22,191,964
90,664,373
977,935,593
834,642,456
608,463,798
53,91,918
209,922,679
633,8,647
441,655,122
997,246,596
897,620,140
862,710,804
587,39,91
180,225,733
988,185,549
787,238,992
57,800,914
736,433,275
383,226,930
506,223,528
454,121,148
946,335,210
750,922,601
193,454,826
279,442,12
828,581,602
820,638,402
735,727,835
10,462,61
292,968,285
821,775,758
321,721,93
884,824,15
485,17,469
664,296,263
676,124,197
278,297,835
33,32,562
868,394,377
282,686,697
567,859,472
677,533,546
770,417,370
137,254,739
958,918,36
221,946,512
418,577,809
606,610,193
520,830,587
897,112,626
595,31,837
67,708,370
965,830,139
335,967,746
75,277,664
463,499,963
975,269,540
137,227,502
330,748,684
270,997,797
248,592,180
85,12,889
808,977,71
299,665,39
45,92,316
62,555,167
25,882,789
917,19,368
771,702,468
455,324,466
252,572,58
433,9,422
674,169,400
745,821,417
136,866,509
805,280,64
324,305,298
465,574,670
834,345,372
302,801,48
768,405,972
179,190,981
601,216,503
353,314,324
770,450,542
279,607,823
695,284,480
994,749,55
16,935,752
388,238,553
788,358,959
760,889,501
93,843,718
596,196,32
272,319,834
815,950,442
990,998,726
822,344,827
877,360,763
982,100,353
535,888,63
846,648,953
348,741,796
418,690,992
450,314,663
284,481,966
78,471,964
156,294,308
336,523,668
99,857,768
804,393,8
867,591,656
820,291,749
616,709,791
961,511,106
976,148,587
942,226,411
906,735,57
566,71,932
234,522,790
354,326,535
362,545,478
370,366,122
472,334,183
263,647,695
721,624,843
661,566,421
72,825,508
481,391,931
765,978,453
907,684,131
442,399,677
273,769,395
395,241,729
578,857,377
273,930,1
468,591,919
242,15,744
750,848,488
34,614,818
487,521,502
619,316,901
648,589,23
43,984,616
772,914,825
501,540,756
502,8,347
774,602,715
870,705,563
358,739,529
528,578,51
383,197,719
636,197,308
659,240,644
628,365,558
453,866,450
561,721,811
261,847,413
976,717,470
891,428,209
421,956,788
472,339,337
191,976,887
851,987,127
847,615,844
757,421,63
208,982,136
19,243,983
432,571,700
903,463,128
464,884,85
604,708,776
942,251,752
829,102,740
308,301,707
505,58,128
568,266,111
704,285,706
687,70,278
387,973,93
868,789,977
305,394,37
81,688,288
186,869,742
278,177,43
985,682,453
466,602,720
929,306,5
635,993,75
265,733,400
358,953,542
687,258,936
724,339,976
364,877,845
458,155,22
853,493,57
307,959,659
27,888,318
384,875,311
812,141,396
564,851,349
106,891,607
394,615,299
722,332,528
567,142,36
942,996,529
351,303,840
10,682,80
328,418,955
992,230,448
740,147,652
90,605,543
49,352,510
700,74,842
229,642,985
617,584,981
146,935,636
338,297,670
418,978,88
725,322,671
174,414,818
826,504,775
369,906,127
231,958,202
74,539,196
411,156,132
744,654,419
732,992,68
402,410,46
842,136,720
513,662,135
683,840,991
459,561,249
938,792,208
492,218,99
688,629,256
172,373,262
591,457,255
660,859,17
58,702,505
131,567,519
266,251,359
609,62,920
859,352,65
419,845,283
518,885,265
126,58,990
389,1,448
996,13,659
13,72,361
871,203,281
390,821,884
750,430,946
22,641,650
439,60,495
723,931,733
340,57,791
330,798,144
778,146,158
438,512,582
151,383,137
784,773,958
668,875,740
966,250,382
617,689,794
464,764,725
197,456,135
340,787,285
485,917,432
643,707,944
577,211,327
714,995,452
24,664,680
764,630,282
498,599,323
645,64,88
722,261,896
857,602,683
495,439,953
927,434,660
871,11,871
550,77,219
354,101,883
386,217,865
668,68,465
992,713,881
432,435,142
328,645,96
364,140,887
317,419,321
329,642,684
553,544,761
772,898,862
7,637,80
224,305,500
41,649,213
922,81,0
417,762,997
513,126,489
753,795,908
74,124,550
759,677,446
872,449,697
735,808,334
167,33,991
667,74,641
232,997,74
584,414,836
582,279,314
71,32,109
332,459,586
234,570,263
681,442,65
378,529,873
64,48,906
55,67,333
696,299,330
771,236,96
959,818,727
626,241,760
735,573,571
673,808,141
937,841,935
354,219,465
227,283,865
486,338,933
819,387,584
501,158,820
949,469,990
676,95,232
788,183,805
359,856,965
852,145,806
788,499,377
605,727,12
470,213,703
755,384,442
340,237,952
512,186,421
503,214,517
735,355,52
892,714,908
210,919,54
368,59,553
98,664,280
462,486,845
517,242,581
959,582,170
911,94,356
333,949,923
202,684,278
254,929,344
514,491,263
568,859,322
474,957,338
106,420,825
304,289,419
885,249,1
56,160,447
764,845,397
687,399,433
317,5,714
662,520,205
277,440,65
952,914,374
290,21,146
467,325,436
886,210,685
239,618,197
39,735,395
436,422,146
221,92,152
936,754,672
493,31,112
558,983,27
285,626,400
431,445,725
219,332,287
256,571,906
806,610,993
201,398,415
347,972,859
499,260,613
523,753,997
988,664,332
367,949,958
767,732,404
844,952,88
131,560,11
389,366,974
382,567,372
150,267,696
9,118,956
623,642,710
972,982,374
304,349,675
263,468,407
19,312,711
107,443,272
470,833,638
444,567,558
817,717,825
513,727,943
470,702,937
532,674,919
906,978,268
933,593,736
340,964,400
404,71,844
676,542,29
314,986,596
224,155,314
49,21,393
345,843,95
282,375,769
202,633,99
822,566,45
911,258,9
311,662,81
155,690,975
184,357,313
781,581,821
447,631,842
840,976,37
935,258,764
56,812,397
507,635,315
552,546,925
562,857,588
995,365,278
322,901,635
987,682,569
808,481,200
2,321,528
391,608,138
155,16,951
552,524,938
219,428,484
145,990,693
85,337,58
715,11,960
703,999,994
272,159,476
824,162,149
352,553,758
490,709,126
793,613,2
731,185,431
567,330,773
613,767,111
23,482,474
983,537,473
330,809,633
158,633,147
659,337,700
417,180,761
896,325,727
898,57,912
329,976,594
455,589,713
918,613,547
392,948,85
866,630,894
499,788,880
646,448,569
698,217,749
812,113,75
539,364,484
803,693,812
749,148,754
462,66,367
9,459,667
446,677,298
341,176,438
573,174,886
494,224,456
244,36,921
671,927,285
507,82,331
319,183,479
73,645,898
792,7,709
460,453,386
110,146,914
548,71,440
787,566,664
243,162,53
516,185,332
802,692,415
133,363,598
964,789,596
214,933,955
923,393,408
661,855,907
575,404,330
367,191,896
32,786,58
85,654,243
769,456,287
184,941,3
135,258,792
83,472,725
38,748,471
798,409,678
57,337,82
388,704,625
284,88,763
695,525,418
290,295,226
930,831,168
933,318,426
77,401,250
154,791,998
977,942,760
656,999,449
738,739,505
716,376,594
831,71,471
249,713,766
476,995,950
996,928,268
774,357,22
24,512,165
375,489,107
487,145,459
936,236,198
441,304,574
387,135,997
859,385,711
625,213,58
927,561,987
196,335,696
570,711,208
735,86,50
843,925,547
302,861,135
500,655,439
427,42,927
424,253,664
487,231,877
546,158,438
885,354,125
581,276,836
142,12,275
192,855,200
91,509,414
227,361,69
18,788,463
945,565,717
609,52,948
486,950,458
276,835,165
401,769,441
590,911,453
865,455,660
417,546,169
183,125,883
604,144,23
68,89,588
137,51,993
437,889,943
895,166,131
412,919,900
854,861,163
307,78,970
968,496,868
489,31,994
724,636,490
748,56,931
336,545,982
681,982,872
625,229,38
108,994,309
360,848,171
523,507,601
845,475,449
713,317,481
59,41,117
549,141,173
481,478,718
463,159,52
335,136,633
725,244,627
387,604,475
558,479,983
511,324,810
961,38,479
442,449,873
559,999,14
84,832,844
154,295,356
206,983,492
191,708,89
171,95,693
646,5,525
981,869,849
144,830,239
975,272,689
848,183,40
215,267,872
411,421,519
767,979,502
612,170,563
701,341,10
746,340,368
271,673,237
473,169,67
64,497,339
105,697,522
145,912,141
369,324,914
889,443,893
743,55,415
306,756,109
317,855,801
685,478,474
922,951,996
341,16,493
680,473,190
554,971,455
47,340,131
961,581,574
854,325,630
621,631,738
730,948,593
531,985,72
358,259,375
706,600,743
199,632,217
741,538,188
196,585,880
327,546,462
254,752,787
884,374,418
974,104,719
568,988,56
992,698,316
719,404,268
463,603,253
680,696,791
220,245,729
100,924,627
562,178,380
701,414,106
472,389,562
191,309,550
599,301,248
915,20,652
536,835,607
789,867,304
932,87,549
661,540,473
289,454,4
669,156,418
127,628,807
689,171,116
240,770,769
840,38,142
845,574,977
452,715,845
108,647,284
9,309,176
835,598,631
839,619,139
609,746,119
417,435,642
885,27,412
655,220,802
149,65,376
126,517,443
323,978,91
960,987,400
136,174,350
119,365,321
610,975,419
729,744,206
723,629,234
136,636,806
290,785,871
19,264,740
462,939,718
553,899,58
305,388,584
655,507,950
328,470,925
747,551,669
954,275,650
540,763,287
346,53,424
569,72,40
309,535,980
380,440,231
438,746,619
22,753,479
324,82,949
601,181,500
622,487,127
273,27,890
912,725,944
688,294,368
729,956,903
709,336,344
292,126,442
912,500,195
743,825,629
692,426,811
544,401,650
672,674,30
914,938,755
858,626,402
579,707,710
834,416,46
178,61,172
972,973,672
520,716,849
149,760,628
312,656,29
963,680,55
993,595,993
100,805,971
854,384,679
564,219,447
610,749,508
782,722,833
807,242,901
656,743,661
284,56,670
665,371,350
720,364,945
713,816,751
685,671,487
716,235,706
163,846,456
672,980,530
505,139,124
759,796,867
420,432,275
442,98,998
793,818,714
738,884,531
841,921,202
329,637,437
387,152,635
195,824,968
725,682,107
201,441,255
69,213,40
696,656,138
695,801,308
409,891,544
292,733,465
494,414,454
284,801,607
919,997,783
239,74,817
347,276,258
602,697,824
642,745,832
132,440,633
793,202,524
337,494,609
155,341,375
609,625,177
568,896,526
352,136,600
169,835,876
780,437,925
956,432,671
788,916,463
773,709,665
649,47,512
259,554,205
634,515,830
163,84,78
689,788,566
642,309,401
870,89,191
796,397,623
467,185,539
282,958,601
300,608,0
812,219,554
17,205,69
199,369,505
629,58,645
196,52,955
597,923,396
788,719,794
763,538,979
303,820,290
256,120,250
256,284,821
810,653,26
231,852,395
89,482,806
734,30,858
689,627,781
86,768,852
880,531,390
211,186,563
853,442,683
103,698,320
276,860,973
303,92,178
698,181,12
856,267,42
715,957,669
848,395,437
701,627,321
443,190,507
6,44,950
42,499,648
362,776,509
687,79,953
865,129,486
877,986,753
271,53,62
293,901,457
82,954,436
403,398,627
911,404,671
213,798,522
861,512,298
722,200,729
675,417,211
161,647,197
267,918,602
329,563,503
139,646,458
575,49,856
202,312,612
225,525,763
100,739,275
398,461,827
480,489,245
691,2,244
240,269,162
842,599,726
345,738,724
155,313,125
363,868,438
328,445,315
443,545,54
718,296,868
898,128,709
495,819,711
739,411,981
901,253,932
979,950,670
703,106,335
829,821,555
619,501,353
286,944,898
693,663,194
561,913,322
270,408,493
333,147,904
314,400,509
598,380,460
620,435,918
956,616,91
863,587,593
216,874,537
467,567,552
13,480,465
688,102,873
181,435,20
438,102,421
947,700,153
759,321,940
677,629,557
769,844,144
714,413,370
251,880,289
804,893,769
269,581,223
495,115,659
867,905,113
640,852,813
793,964,486
734,641,467
643,762,312
139,476,725
510,80,605
799,884,850
569,505,784
144,352,899
803,220,804
268,860,8
434,6,972
920,92,966
388,735,80
52,874,909
129,384,989
734,536,225
936,457,730
720,601,435
619,757,655
775,25,867
136,459,873
460,732,965
426,120,700
859,524,927
768,653,311
757,739,199
982,675,656
64,748,258
499,367,15
506,495,40
374,631,500
247,91,584
565,870,704
617,729,580
544,497,585
208,606,324
407,940,351
64,356,99
322,208,819
689,714,314
81,440,297
933,688,740
517,605,610
573,222,339
153,767,188
738,975,146
414,734,438
118,798,795
217,472,3
388,161,69
54,243,510
351,528,550
92,46,155
54,619,729
746,125,496
286,863,823
433,630,558
871,748,708
666,317,181
21,706,694
91,112,289
953,464,818
503,908,864
10,962,835
739,60,960
588,347,824
411,780,806
321,3,906
30,22,223
563,395,281
257,838,394
899,791,210
717,294,470
933,656,784
768,396,845
729,984,544
905,747,324
711,421,679
617,803,701
192,366,97
826,975,935
572,874,79
134,591,725
604,524,382
388,645,130
585,374,466
129,279,213
805,990,986
837,959,789
538,151,155
987,329,131
275,901,5
706,35,949
431,639,825
813,380,470
943,317,844
409,447,123
975,604,465
961,441,776
103,332,280
610,671,609
741,298,511
99,4,898
400,436,890
577,601,622
48,897,939
244,658,738
720,633,695
185,947,136
314,402,820
594,12,492
203,106,142
66,557,147
317,957,935
207,534,536
829,934,785
120,179,444
859,899,429
906,436,376
42,750,130
215,344,143
707,900,249
849,318,158
348,635,115
283,842,1
172,23,288
957,144,467
401,355,718
831,261,506
559,655,257
42,870,953
185,929,205
786,131,524
944,479,159
411,115,354
764,287,729
52,596,225
519,350,932
589,533,545
96,444,201
705,486,423
10,23,353
216,809,836
92,105,315
603,516,782
957,281,421
39,333,18
264,205,720
197,794,253
742,242,49
295,947,536
719,310,911
424,526,721
260,970,178
927,573,695
710,883,328
131,922,13
501,538,570
221,735,717
826,478,959
876,773,259
764,844,569
675,268,447
748,528,417
927,456,342
974,166,225
302,649,499
667,151,38
238,372,773
955,551,603
914,427,729
173,191,573
94,218,842
541,967,722
958,246,178
301,220,696
878,874,346
378,541,849
768,131,573
893,86,124
497,353,551
226,878,94
151,973,665
993,514,984
68,825,230
246,478,802
295,356,28
993,86,921
842,854,53
767,748,491
892,597,844
795,175,75
890,326,48
907,320,914
891,388,91
473,986,569
627,633,278
655,978,364
928,172,571
981,940,671
825,832,268
669,627,443
96,869,121
144,776,441
411,19,181
502,492,520
72,119,505
702,126,484
66,55,656
989,388,596
660,213,780
280,235,760
75,331,629
197,828,758
990,239,777
524,93,622
396,517,93
901,219,220
737,638,627
394,627,15
342,640,581
475,272,816
235,348,499
216,897,327
974,887,918
104,411,364
78,159,881
171,61,453
743,798,91
370,544,70
738,239,710
319,66,983
135,301,683
634,869,580
314,844,819
232,300,231
948,378,390
830,901,803
283,645,954
726,367,850
796,105,441
859,424,507
194,911,160
877,898,30
809,212,226
628,796,526
211,745,256
954,927,157
109,562,802
63,288,170
266,84,627
707,295,52
215,489,315
727,718,213
757,879,777
335,508,926
861,71,23
469,25,950
627,135,512
781,550,152
951,816,588
579,876,884
983,443,725
298,170,444
864,280,323
993,615,183
919,829,255
942,298,280
244,925,767
108,59,318
260,10,486
849,941,362
85,276,805
810,927,976
606,791,256
930,136,223
465,56,52
720,350,703
353,947,980
120,55,39
790,668,402
277,869,343
639,954,620
797,116,899
773,723,690
381,5,178
956,470,234
9,543,937
64,896,884
44,16,291
84,807,959
486,436,180
181,75,134
153,872,603
52,997,678
94,730,683
273,687,505
507,48,48
796,112,296
680,156,313
972,592,472
283,78,908
464,260,335
950,413,560
553,818,909
583,912,640
618,185,327
124,45,375
524,841,839
821,522,995
486,846,588
310,129,18
570,945,278
905,896,44
817,801,862
727,385,126
719,3,312
46,479,357
773,4,198
612,177,72
959,15,918
899,677,400
918,247,345
548,504,593
944,322,395
158,401,780
285,120,135
597,518,615
954,643,971
504,255,500
929,566,867
847,466,544
599,384,791
297,284,295
890,229,969
637,387,370
769,672,490
905,269,8
872,575,651
195,432,258
695,361,177
562,560,643
106,512,379
249,809,663
544,51,892
866,41,280
236,810,304
79,67,926
87,939,853
91,134,285
701,181,998
878,95,911
873,553,423
604,802,584
268,699,635
512,565,676
144,153,839
449,232,906
375,320,198
580,763,684
866,464,866
216,695,313
127,568,867
550,173,21
486,793,720
122,657,637
150,802,791
341,603,23
248,978,695
446,910,810
130,776,627
348,345,322
662,472,242
881,375,767
902,861,912
975,335,570
612,838,372
755,179,975
779,427,305
826,225,215
637,708,344
264,408,689
938,70,513
180,303,888
300,206,102
212,181,437
782,793,275
154,901,455
481,32,234
786,858,812
354,847,520
698,463,280
739,401,703
252,934,6
141,586,212
595,798,393
32,581,539
660,87,440
467,569,472
701,707,682
865,61,882
737,111,345
18,850,99
721,103,385
727,596,971
940,191,121
685,575,54
576,235,142
368,702,63
192,756,122
227,973,184
109,711,647
806,729,498
257,802,953
994,529,549
965,821,92
439,859,667
493,435,255
635,156,309
50,348,417
173,575,391
709,36,102
708,843,183
206,452,985
159,447,866
60,764,688
504,203,547
172,697,334
779,684,490
88,87,191
858,260,118
249,321,155
703,29,350
238,588,802
575,99,249
441,160,14
129,664,217
28,188,266
715,319,951
557,760,390
748,618,2
219,219,323
374,274,704
724,512,292
878,87,392
128,528,904
494,10,920
63,390,461
330,105,780
633,15,540
23,763,510
25,982,729
700,708,3
404,784,867
49,663,954
793,143,835
49,637,197
969,700,587
782,382,45
563,367,60
455,390,823
966,767,158
47,467,218
403,224,3
270,625,18
577,418,161
412,819,150
609,140,202
548,923,585
593,486,952
653,293,695
829,259,462
987,659,282
557,62,506
560,684,131
578,261,901
91,25,72
241,986,212
444,535,135
381,128,973
685,134,267
732,963,878
195,302,537
477,859,951
335,772,636
818,702,249
719,794,627
791,387,613
355,183,500
491,916,629
464,602,115
731,334,78
610,881,380
499,710,591
451,45,363
439,863,66
40,934,212
667,77,599
281,433,135
781,276,51
762,740,653
229,824,340
307,786,221
39,285,932
983,88,329
346,879,545
764,920,479
328,587,909
280,220,694
415,354,970
466,468,710
472,698,886
812,357,672
385,749,310
669,732,750
351,78,630
896,195,902
727,523,841
636,155,62
330,570,768
652,37,236
715,509,286
601,673,996
626,410,745
936,80,477
686,783,907
668,679,102
570,406,978
412,395,133
826,77,56
594,730,93
182,445,954
821,46,979
817,672,389
562,960,821
39,999,604
946,667,635
401,590,42
731,354,789
216,180,866
272,126,948
717,660,393
23,481,792
2,650,816
744,212,129
917,603,128
874,902,147
509,655,737
903,738,443
44,954,975
911,579,101
211,648,762
957,672,595
749,26,246
917,122,810
46,392,414
174,266,668
322,775,323
411,31,61
207,75,367
182,338,298
284,550,947
398,507,971
345,608,349
591,525,472
754,924,864
168,98,482
188,772,609
511,536,640
924,743,68
291,925,406
590,561,308
537,311,815
860,657,775
209,248,301
33,354,225
249,522,675
731,62,800
341,573,336
333,497,431
401,141,708
160,731,270
468,620,581
636,480,238
411,689,839
64,75,193
641,324,68
669,56,482
821,749,56
157,434,905
940,836,46
648,348,777
270,816,397
204,804,229
442,568,271
633,984,346
179,978,670
599,647,78
81,820,179
489,329,614
395,269,802
793,269,150
571,540,318
320,744,123
902,538,43
173,524,27
871,55,5
893,6,4
972,439,824
503,929,153
117,676,774
271,469,44
421,392,936
740,713,32
215,967,570
258,140,446
637,11,501
643,256,507
999,228,947
176,84,228
681,553,904
456,825,373
852,246,118
788,338,831
820,553,150
742,163,290
189,801,653
42,796,909
902,795,490
201,323,926
429,5,479
685,813,304
410,17,903
528,157,241
711,329,147
861,71,662
503,612,463
508,7,259
770,909,407
612,462,82
538,243,439
17,280,604
674,690,621
577,571,778
170,282,459
669,496,883
332,999,495
795,860,854
407,630,115
166,242,577
248,132,820
688,149,100
292,823,143
266,752,714
396,923,348
856,592,844
739,924,196
586,72,408
441,479,38
556,997,632
486,245,116
658,933,265
759,578,441
254,196,545
320,592,820
668,448,413
865,539,689
61,478,113
469,919,944
859,827,941
843,313,187
959,972,472
576,83,402
369,689,598
915,9,191
87,677,991
500,542,883
542,955,361
7,776,632
952,635,459
245,830,125
784,141,97
609,718,532
11,439,221
962,706,230
505,794,259
848,646,802
731,540,109
92,548,886
724,852,521
536,97,704
661,234,845
110,843,915
642,206,355
215,168,61
797,25,207
56,874,854
210,957,394
320,50,294
206,126,146
79,14,596
135,675,830
981,137,25
896,779,231
251,346,752
665,143,777
872,200,651
78,762,609
473,434,11
119,992,489
266,72,504
214,207,531
44,540,669
69,437,800
300,40,499
52,57,642
182,282,194
833,360,957
794,185,743
805,305,736
647,923,808
503,137,367
386,181,908
407,602,697
560,254,737
59,659,147
701,841,429
248,26,141
557,821,679
300,978,984
36,625,259
196,480,396
564,867,929
824,274,883
521,834,137
610,893,796
109,947,989
890,195,16
32,752,189
711,52,167
47,89,145
306,285,625
54,201,492
335,25,767
218,898,953
355,861,847
504,322,794
845,213,989
861,245,93
50,308,145
218,707,586
363,365,224
340,419,425
833,754,803
952,972,701
905,679,914
752,535,237
898,381,450
239,242,47
332,645,707
830,215,414
768,930,779
992,270,550
418,103,304
221,407,628
274,313,659
541,417,195
778,316,576
580,907,170
979,592,815
686,422,30
100,190,312
231,183,583
781,953,38
437,174,446
417,800,759
76,341,176
271,471,844
199,403,752
370,382,344
537,68,118
920,520,308
232,751,843
815,884,796
854,673,322
652,90,123
411,167,464
939,790,288
136,342,691
888,712,74
584,601,494
702,521,367
362,754,470
558,921,355
354,775,28
29,779,471
152,542,990
968,482,780
256,618,122
300,858,186
726,794,788
572,496,309
939,210,415
762,768,337
117,475,464
497,504,244
320,8,786
310,976,620
91,585,590
565,237,448
104,963,242
892,535,90
553,827,653
969,589,421
306,58,248
122,907,104
366,228,112
153,538,89
773,981,26
364,899,263
164,3,226
759,247,113
201,800,292
854,121,881
628,779,291
876,902,199
981,620,427
445,773,317
534,899,299
912,615,550
175,779,553
753,890,800
219,92,952
511,298,74
745,926,205
36,155,459
587,488,80
366,933,853
684,468,104
335,732,719
885,260,851
438,13,741
590,584,185
542,96,484
968,193,762
174,229,917
633,817,405
713,183,339
919,219,159
23,554,891
95,791,151
946,581,517
39,171,101
577,714,549
61,34,742
175,208,324
93,194,493
498,907,28
189,178,248
700,202,154
592,649,298
95,947,879
964,986,51
418,915,117
967,328,151
62,504,712
386,597,906
231,447,165
259,637,344
859,337,898
366,281,899
664,729,846
895,45,832
298,463,100
767,431,428
271,845,932
983,583,529
241,814,329
758,425,318
454,637,7
704,3,641
603,19,370
449,914,767
634,213,231
734,980,14
162,251,859
95,586,794
976,827,960
657,938,385
975,392,22
983,97,377
624,700,396
346,150,663
113,136,876
696,870,208
710,32,812
921,479,750
715,808,578
675,465,868
413,441,260
787,776,357
165,752,410
913,450,912
576,915,48
804,612,918
365,674,302
177,596,782
927,663,590
857,691,407
725,104,848
338,891,976
695,408,728
457,322,178
369,898,94
417,55,58
687,420,732
990,597,680
772,876,344
714,86,387
121,811,491
322,501,734
298,197,495
379,6,817
557,376,67
3,145,122
413,833,542
146,823,491
178,595,720
874,661,806
261,782,969
104,456,471
191,755,20
686,134,26
503,43,402
922,47,548
45,460,733
939,958,556
783,137,503
503,11,164
309,273,298
630,729,755
101,920,862
121,606,996
500,461,39
902,384,438
802,781,251
887,720,561
443,855,698
946,358,62
462,19,687
113,650,416
868,103,337
730,577,295
78,77,757
469,331,141
908,486,274
511,373,994
72,817,202
123,115,560
185,930,932
872,43,934
640,911,37
977,993,614
273,71,691
382,540,23
523,800,861
797,663,234
143,736,51
697,211,519
258,748,449
542,620,492
476,612,755
865,942,748
832,567,819
523,949,711
898,824,864
759,973,527
346,116,263
749,166,826
268,424,574
69,318,546
561,794,159
316,11,101
416,843,668
587,719,617
299,617,793
163,729,766
690,75,234
306,176,400
484,445,176
59,514,494
605,428,640
764,96,652
217,513,847
237,100,566
206,751,536
999,266,617
765,309,44
0,615,220
400,451,665
577,510,532
423,116,960
64,232,56
68,802,921
915,39,22
482,246,125
18,245,392
635,363,701
679,363,668
251,115,119
917,692,630
801,468,98
113,532,682
521,600,484
443,515,876
817,349,474
942,719,719
334,706,434
35,737,797
703,989,913
823,906,957
805,59,425
903,172,309
937,693,909
774,136,777
650,305,478
